package_name,version,true_label,predicted_label,malicious_probability,benign_probability,correctly_classified,risk_level
esqurlmine,1.5,1,1,0.9999987,1.2571304e-06,True,High
pywgame,3.52,1,1,0.9999987,1.2571304e-06,True,High
pipultra,9.37,1,1,0.9999987,1.2571304e-06,True,High
rampost,10.91,1,1,0.9999987,1.2571304e-06,True,High
libmcint,10.9,1,1,0.9999987,1.2571304e-06,True,High
libcrafthackedsplit,8.43,1,1,0.9999987,1.2571304e-06,True,High
libpipcontrolcandy,10.3,1,1,0.9999987,1.2571304e-06,True,High
tpverload,3.26,1,1,0.9999987,1.2571304e-06,True,High
selfguivisareplace,4.96,1,1,0.9999987,1.2571304e-06,True,High
selfpingintelvm,2.94,1,1,0.9999987,1.2571304e-06,True,High
esqpingpingcontrol,5.1,1,1,0.9999987,1.2571304e-06,True,High
esqlibpippush,2.69,1,1,0.9999987,1.2571304e-06,True,High
selfstringurlgrand,10.98,1,1,0.9999987,1.2571304e-06,True,High
pinglgtb,7.3,1,1,0.9999987,1.2571304e-06,True,High
virtualvm,5.98,1,1,0.9999987,1.2571304e-06,True,High
httpad,2.8,1,1,0.9999987,1.2571304e-06,True,High
libvirtualpep,2.15,1,1,0.9999987,1.2571304e-06,True,High
selfpaypalram,1.28,1,1,0.9999987,1.2571304e-06,True,High
selfpywgame,1.68,1,1,0.9999987,1.2571304e-06,True,High
tpedstringad,1.71,1,1,0.9999987,1.2571304e-06,True,High
esqpepstring,9.78,1,1,0.9999987,1.2571304e-06,True,High
tpnvidiahttpreplace,7.53,1,1,0.9999987,1.2571304e-06,True,High
libvirtuallgtbcontrol,9.55,1,1,0.9999987,1.2571304e-06,True,High
selfpongcpu,1.24,1,1,0.9999987,1.2571304e-06,True,High
libpaypalpullsuper,4.22,1,1,0.9999987,1.2571304e-06,True,High
tpintpaypal,6.54,1,1,0.9999987,1.2571304e-06,True,High
esqvirtuallibgrand,6.81,1,1,0.9999987,1.2571304e-06,True,High
mcvirtual,9.55,1,1,0.9999987,1.2571304e-06,True,High
esqadsplit,3.21,1,1,0.9999987,1.2571304e-06,True,High
adgui,3.67,1,1,0.9999987,1.2571304e-06,True,High
toolurl,7.26,1,1,0.9999987,1.2571304e-06,True,High
libreplacepywpip,10.84,1,1,0.9999987,1.2571304e-06,True,High
guinvidia,8.15,1,1,0.9999987,1.2571304e-06,True,High
mcload,6.66,1,1,0.9999987,1.2571304e-06,True,High
cvload,3.23,1,1,0.9999987,1.2571304e-06,True,High
esqproofvisacandy,10.5,1,1,0.9999987,1.2571304e-06,True,High
tppyhttprand,6.97,1,1,0.9999987,1.2571304e-06,True,High
libreplacegrandencode,4.75,1,1,0.9999987,1.2571304e-06,True,High
grandpip,3.58,1,1,0.9999987,1.2571304e-06,True,High
minecontrol,10.67,1,1,0.9999987,1.2571304e-06,True,High
esqproofloadpaypal,6.41,1,1,0.9999987,1.2571304e-06,True,High
maskpyw,8.9,1,1,0.9999987,1.2571304e-06,True,High
selfultrapipram,1.36,1,1,0.9999987,1.2571304e-06,True,High
esqadnvidia,8.39,1,1,0.9999987,1.2571304e-06,True,High
esqvirtualgame,2.26,1,1,0.9999987,1.2571304e-06,True,High
mcultra,4.16,1,1,0.9999987,1.2571304e-06,True,High
tpcraftad,6.7,1,1,0.9999987,1.2571304e-06,True,High
selftoolpyget,8.7,1,1,0.9999987,1.2571304e-06,True,High
pywint,2.38,1,1,0.9999987,1.2571304e-06,True,High
tppostsplit,7.86,1,1,0.9999987,1.2571304e-06,True,High
tplibpy,10.7,1,1,0.9999987,1.2571304e-06,True,High
esqrandpippush,6.67,1,1,0.9999987,1.2571304e-06,True,High
librandcraftvirtual,8.23,1,1,0.9999987,1.2571304e-06,True,High
httpram,5.72,1,1,0.9999987,1.2571304e-06,True,High
selfprooframad,9.17,1,1,0.9999987,1.2571304e-06,True,High
tpgrandkillhydra,10.41,1,1,0.9999987,1.2571304e-06,True,High
tppullpyad,4.7,1,1,0.9999987,1.2571304e-06,True,High
superultra,8.16,1,1,0.9999987,1.2571304e-06,True,High
tppinghttpget,8.95,1,1,0.9999987,1.2571304e-06,True,High
selfgamecvultra,2.7,1,1,0.9999987,1.2571304e-06,True,High
postrandom,10.42,1,1,0.9999987,1.2571304e-06,True,High
tpgetstudypy,10.53,1,1,0.9999987,1.2571304e-06,True,High
selfpywpushhacked,6.95,1,1,0.9999987,1.2571304e-06,True,High
libadproofver,4.62,1,1,0.9999987,1.2571304e-06,True,High
esqramhydra,6.39,1,1,0.9999987,1.2571304e-06,True,High
selfvisavmgame,6.91,1,1,0.9999987,1.2571304e-06,True,High
libvergethacked,9.46,1,1,0.9999987,1.2571304e-06,True,High
adurl,8.6,1,1,0.9999987,1.2571304e-06,True,High
esqverrandcandy,8.4,1,1,0.9999987,1.2571304e-06,True,High
selfrandompullver,1.9,1,1,0.9999987,1.2571304e-06,True,High
libhackedpepreplace,10.52,1,1,0.9999987,1.2571304e-06,True,High
esqlibstudy,5.3,1,1,0.9999987,1.2571304e-06,True,High
rerandom,1.58,1,1,0.9999987,1.2571304e-06,True,High
esqgetpippong,4.75,1,1,0.9999987,1.2571304e-06,True,High
hydrapaypal,7.53,1,1,0.9999987,1.2571304e-06,True,High
esqcpupullad,3.57,1,1,0.9999987,1.2571304e-06,True,High
tpultravmpy,8.27,1,1,0.9999987,1.2571304e-06,True,High
esqstudycpu,5.73,1,1,0.9999987,1.2571304e-06,True,High
esqpipstrvirtual,7.82,1,1,0.9999987,1.2571304e-06,True,High
selfcvpushpull,2.62,1,1,0.9999987,1.2571304e-06,True,High
raminfo,7.28,1,1,0.9999987,1.2571304e-06,True,High
rammc,6.61,1,1,0.9999987,1.2571304e-06,True,High
selfgetultrapong,9.17,1,1,0.9999987,1.2571304e-06,True,High
adad,4.57,1,1,0.9999987,1.2571304e-06,True,High
craftgui,1.68,1,1,0.9999987,1.2571304e-06,True,High
urlmine,7.27,1,1,0.9999987,1.2571304e-06,True,High
visagame,6.37,1,1,0.9999987,1.2571304e-06,True,High
esqgamehackedmine,9.54,1,1,0.9999987,1.2571304e-06,True,High
cpuproof,1.46,1,1,0.9999987,1.2571304e-06,True,High
xxxxssss,0.1.0,1,1,0.99999857,1.3742324e-06,True,High
wessycord,1.2.4,1,1,0.99999857,1.3742324e-06,True,High
saazszxcdz,0.1.0,1,1,0.99999857,1.3742324e-06,True,High
supertest9188,2,1,1,0.9999982,1.7455135e-06,True,High
androidspyeye,2.5,1,1,0.9999982,1.7848956e-06,True,High
testwhitesnake,0.1,1,1,0.9999982,1.7848956e-06,True,High
puffioner131,99999999,1,1,0.9999982,1.8244616e-06,True,High
libida,0.2,1,1,0.9999982,1.7849501e-06,True,High
libideeee,0.1,1,1,0.9999982,1.7849161e-06,True,High
boogishell3,0.1.0,1,1,0.9999982,1.7850454e-06,True,High
saazsdz,0.1.0,1,1,0.9999982,1.7850352e-06,True,High
brokescolors,0.0.0,1,1,0.9999982,1.7733225e-06,True,High
aeivasta,0.3,1,1,0.9999982,1.7849025e-06,True,High
larpexodus,0.1,1,1,0.999998,2.0692792e-06,True,High
aws-login0tool,0.0.5,1,1,0.999998,2.005698e-06,True,High
pyaacv,0.1,1,1,0.999998,2.0692792e-06,True,High
aws-login0tool,0.0.7,1,1,0.999998,2.0057e-06,True,High
iufgbewroibgfowiebc,0.0.2,1,1,0.99999774,2.2296615e-06,True,High
artifact_lab_3_package_24ddbc49,0.3.0,1,1,0.99999774,2.2293893e-06,True,High
easyinstall,39.0.0,1,1,0.99999774,2.274451e-06,True,High
reverse_shell,1.3,1,1,0.9999976,2.3970877e-06,True,High
maratlib1,0.1,1,1,0.99999714,2.807992e-06,True,High
pyddosprotect,1.0.0,1,1,0.999997,2.931129e-06,True,High
mybiubiubiu,0.1.1,1,1,0.999997,2.9491976e-06,True,High
mybiubiubiu,0.1.4,1,1,0.999997,2.947932e-06,True,High
mybiubiubiu,0.1.3,1,1,0.999997,2.9480107e-06,True,High
xolobgcbdndabm,0.0.0,1,1,0.999997,2.9311348e-06,True,High
discord-webook,0.1,1,1,0.9999963,3.6810736e-06,True,High
discord-wehbook,0.1,1,1,0.9999963,3.6810736e-06,True,High
quistik,0.0.0,1,1,0.9999957,4.287869e-06,True,High
reqtik,0.0.0,1,1,0.9999957,4.2878814e-06,True,High
sluheczo,0.0.0,1,1,0.9999957,4.287869e-06,True,High
xolotopgrabber,0.0.0,1,1,0.9999957,4.2878814e-06,True,High
colouramas,0.0.0,1,1,0.9999957,4.2878814e-06,True,High
pussysus,0.0.0,1,1,0.9999957,4.2878814e-06,True,High
sscikit-learn,0.1,1,1,0.9999951,4.8321626e-06,True,High
xolookvryqetgd,0.0.0,1,1,0.9999951,4.9026585e-06,True,High
sckiit-learn,0.1,1,1,0.9999951,4.8321676e-06,True,High
requests-tooleblt,0.1,1,1,0.9999949,5.121714e-06,True,High
servantcord,1.0.0,1,1,0.99999464,5.376597e-06,True,High
pyython-binance,0.1,1,1,0.9999945,5.5067135e-06,True,High
pyton-binance,0.1,1,1,0.9999945,5.5067135e-06,True,High
pytho-binance,0.1,1,1,0.9999945,5.506703e-06,True,High
websocket-clinet,0.1,1,1,0.9999945,5.498894e-06,True,High
vypeer,0.1,1,1,0.9999944,5.575339e-06,True,High
bitconilib,0.1,1,1,0.9999944,5.575339e-06,True,High
matpplotlib,0.1,1,1,0.9999944,5.575339e-06,True,High
beauifulsoup,0.1,1,1,0.9999944,5.575339e-06,True,High
scikit-elarn,0.1,1,1,0.9999944,5.5601427e-06,True,High
prompt-tooolkit,0.1,1,1,0.9999944,5.586485e-06,True,High
cryptofee,0.1,1,1,0.9999944,5.575339e-06,True,High
clcik,0.1,1,1,0.9999944,5.575339e-06,True,High
matplotliib,0.1,1,1,0.9999944,5.575339e-06,True,High
urlllib,0.1,1,1,0.9999944,5.575334e-06,True,High
simpleejson,0.1,1,1,0.9999944,5.575339e-06,True,High
beauitfulsoup,0.1,1,1,0.9999944,5.5753444e-06,True,High
tensofrlow,0.1,1,1,0.9999944,5.575339e-06,True,High
wbesockets,0.1,1,1,0.9999944,5.575339e-06,True,High
coorama,0.1,1,1,0.9999944,5.575339e-06,True,High
disord,any,1,1,0.9999944,5.575339e-06,True,High
matplootlib,0.1,1,1,0.9999944,5.575339e-06,True,High
beutifulsoup4,0.1,1,1,0.9999944,5.575339e-06,True,High
tensorflw,0.1,1,1,0.9999944,5.5753444e-06,True,High
selnium,0.1,1,1,0.9999944,5.575339e-06,True,High
freqtrdae,0.1,1,1,0.9999944,5.575339e-06,True,High
siamrahman,1.1.1,1,1,0.9999944,5.6056547e-06,True,High
pycoestyle,0.1,1,1,0.9999944,5.575339e-06,True,High
bitconlib,0.1,1,1,0.9999944,5.575339e-06,True,High
beautiffulsoup4,0.1,1,1,0.9999944,5.575339e-06,True,High
beatifulsoup,0.1,1,1,0.9999944,5.575339e-06,True,High
cryptocompae,0.1,1,1,0.9999944,5.575339e-06,True,High
tkcalnedar,0.1,1,1,0.9999944,5.575339e-06,True,High
simpljson,0.1,1,1,0.9999944,5.575339e-06,True,High
freqtrae,0.1,1,1,0.9999944,5.575339e-06,True,High
websockkets,0.1,1,1,0.9999944,5.575339e-06,True,High
seelnium,0.1,1,1,0.9999944,5.575339e-06,True,High
progrsesbar2,0.1,1,1,0.9999944,5.575339e-06,True,High
scikit-learnn,0.1,1,1,0.9999944,5.5601427e-06,True,High
cxct,0.1,1,1,0.9999944,5.575339e-06,True,High
yfinnance,0.1,1,1,0.9999944,5.575339e-06,True,High
oslana,0.1,1,1,0.9999944,5.5753503e-06,True,High
giptython,0.1,1,1,0.9999944,5.575339e-06,True,High
xlsxwritter,0.1,1,1,0.9999944,5.575339e-06,True,High
cryptoefed,0.1,1,1,0.9999944,5.575339e-06,True,High
beautifullsoup4,0.1,1,1,0.9999944,5.575339e-06,True,High
seleium,0.1,1,1,0.9999944,5.5753444e-06,True,High
beautifulsouup4,0.1,1,1,0.9999944,5.575339e-06,True,High
vyepr,0.1,1,1,0.9999944,5.575339e-06,True,High
pysockks,0.1,1,1,0.9999944,5.575339e-06,True,High
urlliib3,0.1,1,1,0.9999944,5.575339e-06,True,High
pyinstaaller,0.1,1,1,0.9999944,5.575339e-06,True,High
cxt,0.1,1,1,0.9999944,5.575339e-06,True,High
clicck,0.1,1,1,0.9999944,5.575339e-06,True,High
websoockets,0.1,1,1,0.9999944,5.575339e-06,True,High
gitpytthon,0.1,1,1,0.9999944,5.575339e-06,True,High
rogressbar2,0.1,1,1,0.9999944,5.575339e-06,True,High
prompt-oolkit,0.1,1,1,0.9999944,5.5864793e-06,True,High
crytofeed,0.1,1,1,0.9999944,5.575339e-06,True,High
yfniance,0.1,1,1,0.9999944,5.575339e-06,True,High
bicoinlib,0.1,1,1,0.9999944,5.575339e-06,True,High
cryptcompare,0.1,1,1,0.9999944,5.575339e-06,True,High
biitcoinlib,0.1,1,1,0.9999944,5.575339e-06,True,High
porgressbar2,0.1,1,1,0.9999944,5.575339e-06,True,High
aihottp,0.1,1,1,0.9999944,5.575339e-06,True,High
prompt-tolokit,0.1,1,1,0.9999944,5.586485e-06,True,High
progrssbar2,0.1,1,1,0.9999944,5.575339e-06,True,High
progressar2,0.1,1,1,0.9999944,5.575339e-06,True,High
pytorrch,0.1,1,1,0.9999944,5.5753503e-06,True,High
simplejsoon,0.1,1,1,0.9999944,5.575339e-06,True,High
frqtrade,0.1,1,1,0.9999944,5.575339e-06,True,High
gitpyton,0.1,1,1,0.9999944,5.575339e-06,True,High
pysockss,0.1,1,1,0.9999944,5.5753503e-06,True,High
beautifulosup,0.1,1,1,0.9999944,5.575339e-06,True,High
psuutil,0.1,1,1,0.9999944,5.5753444e-06,True,High
progressabr2,0.1,1,1,0.9999944,5.575339e-06,True,High
requesst-toolbelt,0.1,1,1,0.9999943,5.689533e-06,True,High
pip install haxorsiambomber,2.1.3,1,1,0.99999416,5.869729e-06,True,High
disord-webhook,0.1,1,1,0.9999939,6.0203506e-06,True,High
ddiscord-webhook,0.1,1,1,0.9999939,6.0203506e-06,True,High
discrod-webhook,0.1,1,1,0.9999939,6.020356e-06,True,High
discoord-webhook,0.1,1,1,0.9999939,6.0203506e-06,True,High
discrd-webhook,0.1,1,1,0.9999939,6.0203506e-06,True,High
pompt-toolkit,0.1,1,1,0.99999225,7.779287e-06,True,High
artifact-lab-3-package-4c04b1a2,1.0.0,1,1,0.9999919,8.051556e-06,True,High
python3-flask,0.1,1,1,0.99999046,9.585868e-06,True,High
python-sqlite,2.4,1,1,0.9999896,1.0361446e-05,True,High
python-dateuti,0.1,1,1,0.9999893,1.07103815e-05,True,High
python-binanec,0.1,1,1,0.9999893,1.0710392e-05,True,High
python-binnace,0.1,1,1,0.9999893,1.07104015e-05,True,High
pptest,999.0.9,1,1,0.9999888,1.1258427e-05,True,High
pptest,999.0.8,1,1,0.9999888,1.1258319e-05,True,High
pptest,999.0.20,1,1,0.9999887,1.1266696e-05,True,High
pptest,999.0.15,1,1,0.9999887,1.1265729e-05,True,High
mail-validator,0.1,1,1,0.9999881,1.1916758e-05,True,High
browserdiv,3.2.0,1,1,0.99998784,1.2169361e-05,True,High
tlsclient-api,1,1,1,0.9999877,1.2288479e-05,True,High
pypackscate,1.3.0,1,1,0.9999871,1.2904061e-05,True,High
noblesse,0.0.4,1,1,0.9999869,1.3074982e-05,True,High
blypack,0.2,1,1,0.99998677,1.3267021e-05,True,High
websokcet-client,0.1,1,1,0.99998605,1.3933454e-05,True,High
convocations,0.2,1,1,0.9999845,1.543781e-05,True,High
collored,0.0.3,1,1,0.9999826,1.7396591e-05,True,High
suffer,0.1,1,1,0.9999821,1.7902581e-05,True,High
mallody,1,1,1,0.999982,1.8009814e-05,True,High
capmonster,1,1,1,0.999982,1.8009572e-05,True,High
mashetz,1,1,1,0.999982,1.8009503e-05,True,High
Ailyboostbot,1,1,1,0.999982,1.8009898e-05,True,High
webtungen,1,1,1,0.999982,1.8009538e-05,True,High
shadw,1,1,1,0.999982,1.8009452e-05,True,High
n1trobrdr,1,1,1,0.999982,1.8009538e-05,True,High
soulnitro,1,1,1,0.999982,1.8009538e-05,True,High
edgehttp,1,1,1,0.999982,1.8009521e-05,True,High
colimer,1,1,1,0.999982,1.8009503e-05,True,High
Ailynitro,1,1,1,0.999982,1.8009814e-05,True,High
pipstyle,0.1.2,1,1,0.9999819,1.8123354e-05,True,High
pipstyle,0.1.3,1,1,0.9999819,1.8091683e-05,True,High
simplyjson,0.1,1,1,0.9999819,1.8120621e-05,True,High
microsoft-helper,1,1,1,0.99998164,1.8374092e-05,True,High
syntax-init,1,1,1,0.99998164,1.8373848e-05,True,High
fluiddaddy,1,1,1,0.99998164,1.837383e-05,True,High
socksproxies,1,1,1,0.99998164,1.8393832e-05,True,High
tlsproxies,1,1,1,0.99998164,1.8373936e-05,True,High
kfactionantiafk,0.0.5,1,1,0.99998164,1.8321634e-05,True,High
pycolorz,0.0.3,1,1,0.99998164,1.8377896e-05,True,High
pythoncaptchasolver,2,1,1,0.99998164,1.8394025e-05,True,High
pycolorz,0.0.7,1,1,0.99998164,1.8416915e-05,True,High
onyxproxy,1,1,1,0.9999808,1.914578e-05,True,High
captchaboy,1,1,1,0.9999801,1.9965162e-05,True,High
tls-python,1,1,1,0.99997973,2.0296142e-05,True,High
args-python,12.5.5,1,1,0.99997854,2.1420788e-05,True,High
winrpcexploit,1.3.3.7,1,1,0.99997735,2.262971e-05,True,High
ceedee,5.8.0,1,1,0.99997556,2.4440524e-05,True,High
ceedee,5.8.2,1,1,0.99997556,2.4440524e-05,True,High
ceedee,0.1,1,1,0.99997556,2.4435536e-05,True,High
malpip-tgh,1.0.4,1,1,0.9999753,2.4650724e-05,True,High
malpip-tgh,1.0.7,1,1,0.9999753,2.465124e-05,True,High
http_request_query,0.0.3,1,1,0.99997497,2.5039719e-05,True,High
important_package,0.0.8,1,1,0.9999689,3.1061572e-05,True,High
kangpy,1,1,1,0.99996746,3.2593296e-05,True,High
cosmosTroposphere,3.0.1,1,1,0.9999584,4.16489e-05,True,High
djanga,0.2,1,1,0.99995613,4.380909e-05,True,High
upgini,1.1.99,1,1,0.99995446,4.559189e-05,True,High
upgini,1.1.101,1,1,0.99995434,4.559667e-05,True,High
important-package,0.1.9,1,1,0.99995184,4.8148264e-05,True,High
important-package,0.1.14,1,1,0.99995184,4.8155976e-05,True,High
important-package,0.1.4,1,1,0.99995184,4.8146885e-05,True,High
important-package,0.0.10,1,1,0.99995184,4.814739e-05,True,High
business-kpi-manager,5.9.1,1,1,0.9999515,4.8555827e-05,True,High
aiohttp-socks4,0.8.27,1,1,0.9999497,5.027875e-05,True,High
genesisbot,0.1.3,1,1,0.9999492,5.0767052e-05,True,High
genesisbot,0.0.4,1,1,0.9999492,5.073898e-05,True,High
liblxml3,2,1,1,0.99994314,5.6823857e-05,True,High
liblxml3,2.1,1,1,0.99994314,5.6823534e-05,True,High
hackerfilelol,0.0.1,1,1,0.9999293,7.069332e-05,True,High
secbg,0.0.1,1,1,0.9999268,7.3163035e-05,True,High
pygradient,2.3,1,1,0.9999256,7.438622e-05,True,High
aiohttp-socks4,0.8.35,1,1,0.99992466,7.535463e-05,True,High
aiohttp-socks4,0.8.36,1,1,0.99992466,7.535506e-05,True,High
tinyad2,1.0.0,1,1,0.9999242,7.5779855e-05,True,High
haisenbergs-pkg,1.0.0,1,1,0.9999242,7.578188e-05,True,High
tinyad1,1.0.0,1,1,0.9999242,7.577978e-05,True,High
tiny43,1.0.0,1,1,0.9999242,7.5779426e-05,True,High
artifact-lab-3-package-a18ff5d9,0.1.1,1,1,0.99990916,9.0856105e-05,True,High
maratlib,0.3,1,1,0.9999058,9.4217925e-05,True,High
maratlib,0.7,1,1,0.9999058,9.4217925e-05,True,High
pycryptexe,1.1.5,1,1,0.999899,0.00010094649,True,High
pycryptexe,1.0.3,1,1,0.99989736,0.00010259919,True,High
btoocore,99.9,1,1,0.99987686,0.00012312706,True,High
syns-knox-xss-allwhere,1.0.0,1,1,0.9998754,0.00012459989,True,High
downrun,1.1.1,1,1,0.9998754,0.00012459989,True,High
nagogy,1.0.0,1,1,0.99987316,0.00012676555,True,High
discord-addon,1.5.3,1,1,0.9998628,0.00013714681,True,High
aiohttp_proxies,0.8.39,1,1,0.9998472,0.0001528036,True,High
aiohttp_proxies,0.8.38,1,1,0.9998472,0.0001528036,True,High
importantpackage,0.2.1,1,1,0.9998361,0.00016389266,True,High
importantpackage,0.1.22,1,1,0.9998357,0.0001642716,True,High
importantpackage,0.1.24,1,1,0.9998356,0.0001643189,True,High
importantpackage,0.1.28,1,1,0.9998356,0.00016431983,True,High
importantpackage,0.2.4,1,1,0.9998354,0.0001645861,True,High
xolomayflwnfmy,0.0.0,1,1,0.99983525,0.00016475144,True,High
xolommyjlqlhsw,0.0.0,1,1,0.99983525,0.00016475144,True,High
xolofucxlcmyke,0.0.0,1,1,0.99983525,0.00016475144,True,High
kjfgjsfgj12345678,0.0.1,1,1,0.99983525,0.0001647527,True,High
artifact-lab-3-package-4c04b1a2,0.1,1,1,0.99978095,0.00021910819,True,High
faq,0.0.1,1,1,0.99977344,0.00022662077,True,High
stringe,0.0.1,1,1,0.99977344,0.00022662402,True,High
pyg-utils,2.1.8,1,1,0.9997085,0.00029150952,True,High
ReverseShell,0.0.2,1,1,0.9996923,0.0003076524,True,High
testinglmao1234,0.69,1,1,0.99965084,0.00034912673,True,High
quantiumbase,0.8.1,1,1,0.9994783,0.00052174146,True,High
yiffparty,0.04,1,1,0.99914086,0.0008590692,True,High
blypack,0.5,1,1,0.9805864,0.019413615,True,High
pandar,1.1.4,1,1,0.95926934,0.040730704,True,High
pyptext,0.0.2,1,0,0.19190009,0.8080999,False,Low
cipherbcrypt,1.4,1,0,0.14443386,0.85556614,False,Low
s3tranfer,0.5.2,1,0,0.0013395816,0.99866045,False,Low
aidoc-e2e-utils,5.0.3,1,0,0.0003583473,0.99964166,False,Low
colorsama,0.4.5,1,0,0.00030388118,0.99969614,False,Low
pyhints,2.28.1,1,0,0.00023522237,0.99976474,False,Low
package-liaokang-first,1.0.1,0,0,0.00019801044,0.99980205,True,Low
sqs-queue-package-ya,0.0.2,0,0,0.00019240758,0.99980766,True,Low
discord,2.3.2,0,0,0.00017264053,0.9998274,True,Low
gviz-api,1.10.0,0,0,0.00014415922,0.9998559,True,Low
riffusion-api,0.0.1,0,0,0.00014398007,0.999856,True,Low
enabled-by-tool-package,0.0.2,0,0,0.00014118246,0.99985886,True,Low
genomixhub-api,1.0.0rc2,0,0,0.00013865133,0.99986136,True,Low
gviz-api,1.10.0,0,0,0.00013838478,0.9998616,True,Low
discord-webhook,1.3.0,0,0,0.00010200275,0.99989796,True,Low
salesforce-api,0.1.45,0,0,9.7519274e-05,0.9999025,True,Low
keymate-api,0.2.3,0,0,9.155605e-05,0.99990845,True,Low
smmap2,3.0.1,0,0,6.434452e-05,0.9999356,True,Low
tai-alphi,0.1.1,0,0,6.434181e-05,0.9999356,True,Low
qcb,0.1,0,0,6.4341446e-05,0.9999356,True,Low
tdqm,0.0.1,0,0,6.433421e-05,0.9999356,True,Low
mertpiptest1,0.1.0,0,0,6.433322e-05,0.9999356,True,Low
circle-triangle,1.0.0,0,0,6.431715e-05,0.9999356,True,Low
yapeco,0.1.1,0,0,6.42757e-05,0.99993575,True,Low
yapeco,0.1.1,0,0,6.422981e-05,0.99993575,True,Low
project5,0.0.1,0,0,6.386585e-05,0.9999361,True,Low
servicecomp,0.0.1,0,0,6.386396e-05,0.9999361,True,Low
amal,0.1.0,0,0,6.386219e-05,0.9999361,True,Low
tv002,0.0.1,0,0,6.385855e-05,0.9999361,True,Low
ezpsi,0.0.1b0,0,0,6.384977e-05,0.9999361,True,Low
googlesheets-leo,0.1.1,0,0,6.38272e-05,0.9999362,True,Low
gecko-om,0.0.1,0,0,6.3819534e-05,0.9999362,True,Low
ceja,0.4.0,0,0,6.3812106e-05,0.9999362,True,Low
varconv,0.1.0,0,0,6.378971e-05,0.9999362,True,Low
varconv,0.1.0,0,0,6.378588e-05,0.9999362,True,Low
funcoes-leo,0.1.2,0,0,6.376113e-05,0.9999362,True,Low
jmpcba_pulumi_common,0.1.1,0,0,6.374951e-05,0.9999362,True,Low
h2o-notebook,0.2.3,0,0,6.374355e-05,0.9999362,True,Low
appshot,0.1,0,0,6.373711e-05,0.9999362,True,Low
tokentrim,0.1.10,0,0,6.368626e-05,0.99993634,True,Low
wget,3.2,0,0,6.368243e-05,0.99993634,True,Low
decor8ai,0.12,0,0,6.3640844e-05,0.99993634,True,Low
criar-automacoes,0.1.7,0,0,6.36338e-05,0.99993634,True,Low
pgsm,0.0.0,0,0,6.362616e-05,0.99993634,True,Low
de-transformation,0.1.5,0,0,6.362337e-05,0.99993634,True,Low
distil-doctor,0.0.1,0,0,6.359911e-05,0.99993634,True,Low
hashids,1.3.1,0,0,6.352419e-05,0.99993646,True,Low
lunardate,0.2.0,0,0,6.348785e-05,0.99993646,True,Low
decor8ai,0.12,0,0,6.3487554e-05,0.99993646,True,Low
radinnfp,0.0.1,0,0,6.345602e-05,0.9999366,True,Low
ordered-set,4.1.0,0,0,6.336513e-05,0.9999366,True,Low
dday,1.0.1,0,0,6.335806e-05,0.9999366,True,Low
ued,0.0.1,0,0,6.3356485e-05,0.9999366,True,Low
slurmmanager,0.1,0,0,6.335516e-05,0.9999367,True,Low
kuberdon,0.0.1,0,0,6.335426e-05,0.9999367,True,Low
requests-pkcs12,1.22,0,0,6.335408e-05,0.9999367,True,Low
coded-flows,0.1.0,0,0,6.335263e-05,0.9999367,True,Low
outliersdemo,0.1,0,0,6.334356e-05,0.9999367,True,Low
mlir,0.0.1,0,0,6.3331005e-05,0.9999367,True,Low
compilepoint,0.0.0,0,0,6.332973e-05,0.9999367,True,Low
pygizmos,0.0.4,0,0,6.332967e-05,0.9999367,True,Low
custclass,0.3,0,0,6.3320855e-05,0.9999367,True,Low
fancycompleter,0.9.1,0,0,6.3300926e-05,0.9999367,True,Low
natural-lang,0.0.2,0,0,6.328668e-05,0.9999367,True,Low
immutabledict,3.0.0,0,0,6.324403e-05,0.9999367,True,Low
numderivax,0.0.1rc44.post1,0,0,6.323348e-05,0.9999368,True,Low
ipytopy,0.0.3,0,0,6.322142e-05,0.9999368,True,Low
pytowhl,0.0.4,0,0,6.319954e-05,0.9999368,True,Low
easyfaiss,0.1.4,0,0,6.319803e-05,0.9999368,True,Low
agf,0.1,0,0,6.319345e-05,0.9999368,True,Low
findspark,2.0.1,0,0,6.319291e-05,0.9999368,True,Low
factoryboy-edsl,0.1.0,0,0,6.314291e-05,0.9999368,True,Low
easyfaiss,0.1.4,0,0,6.3137006e-05,0.9999368,True,Low
chatz,0.0.0,0,0,6.312437e-05,0.9999368,True,Low
adafruit-circuitpython-husb238,1.0.0,0,0,6.31136e-05,0.99993694,True,Low
pep562,1.1,0,0,6.304611e-05,0.99993694,True,Low
wincertstore,0.2.1,0,0,6.297778e-05,0.99993706,True,Low
cfgv,3.4.0,0,0,6.290534e-05,0.99993706,True,Low
pandavro,1.7.2,0,0,6.2902815e-05,0.99993706,True,Low
hackerhelp,0.1,0,0,6.288584e-05,0.99993706,True,Low
pkgtest-jackykuo,0.0.2,0,0,6.28799e-05,0.99993706,True,Low
sayhello-zhuxiao123111,1.0.0,0,0,6.287781e-05,0.9999372,True,Low
dataplot,0.0.0,0,0,6.287127e-05,0.9999372,True,Low
gym-notices,0.0.8,0,0,6.2854844e-05,0.9999372,True,Low
pgeocode,0.4.1,0,0,6.285029e-05,0.9999372,True,Low
attr,0.3.2,0,0,6.283627e-05,0.9999372,True,Low
outlier-detector-vvgu,1.0.0,0,0,6.2824045e-05,0.9999372,True,Low
