group_ID,ecosystem,scoped,package_name,version,artifact_id,total_file,package_size,api_calls,function,threat_type
pyfunceble-dev_4.2.4_tar-gz,pypi,,pyfunceble-dev,4.2.4,tar-gz,296,1671.005859,,,benign
scikit-laern-0.1,pypi,,scikit-laern,0.1,scikit-laern-0.1,1,0.026130676,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
autograd-gamma_0.5.0_tar-gz,pypi,,autograd-gamma,0.5.0,tar-gz,12,13.20605469,,,benign
litellm_1.10.2_tar-gz,pypi,,litellm,1.10.2,tar-gz,155,4284.404297,,,benign
xoloxrxcxfywtm-0.0.0,pypi,,xoloxrxcxfywtm,0.0.0,xoloxrxcxfywtm-0.0.0,1,0.034385681,['exec('],code_execution,malicious
alpha-rabbit-rb_1.0.1_py3-none-any-whl,pypi,,alpha-rabbit-rb,1.0.1,py3-none-any-whl,11,87.18945313,,,benign
py-pylibmine-6.3,pypi,,py,any,py-any,1,0.004144669,"['subprocess.Popen', 'open(']",command_execution,malicious
zhmiscellany_1.3.0_py3-none-any-whl,pypi,,zhmiscellany,1.3.0,py3-none-any-whl,19,47.64453125,,,benign
p-template-generator_0.1.91_tar-gz,pypi,,p-template-generator,0.1.91,tar-gz,25,50277.93457,,,benign
artifact-lab-3-package-4c04b1a2-0.1.1,pypi,,artifact-lab-3-package-4c04b1a2,0.1.1,artifact-lab-3-package-4c04b1a2-0.1.1,1,0.001142502,"['setuptools.command.install', 'urllib.request.urlopen', 'open(', 'install.run']",persistence,malicious
matplotlib_3.1.3_tar-gz,pypi,,matplotlib,3.1.3,tar-gz,4309,73481.04688,,,benign
esqccpep-5.12,pypi,,esqccpep,5.12,esqccpep-5.12,1,0.004133224,"['subprocess.Popen', 'open(']",command_execution,malicious
discolorpy-0.0.1,pypi,,discolorpy,0.0.1,discolorpy-0.0.1,1,0.012404442,"['getpass.getuser', 'socket.gethostname', 'open(', 'read(', '__import__', 'subprocess.Popen', 'open(', 'requests.post', 'requests.post', 'open(', 'open(', 'open(', 'read(', 'open(', 'read(', 'open(', 'read(', 'open(', 'os.system', 'open(', 'read(', 'requests.get', 'open(', 'write(', 'open(', 'read(', 'open(', 'open(', 'requests.post', 'open(', 'write(', 'write(', 'open(', 'open(', 'read(', 'open(', 'read(', 'open(', 'read(', 'open(', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'subprocess.Popen', 'open(', 'write(', 'subprocess.Popen', 'open(', 'os.system', 'subprocess.Popen', 'open(', 'open(', 'write(', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'requests.get', 'requests.post', 'open(', 'open(', 'requests.post', 'read(', 'threading.Thread', 'open(', 'read(']",info_gathering,malicious
WeeCoder_1.1.0_zip,pypi,,WeeCoder,1.1.0,zip,9,18.05175781,"['random.randint', 'eval.eval', 'codecs.decode.encode', 'base64.b64decode', '____', '____.____']",global,malicious
py-pongmaskgrand-4.39,pypi,,py-pongmaskgrand,4.39,py-pongmaskgrand-4.39,1,0.004200935,"['subprocess.Popen', 'open(']",command_execution,malicious
types-futures_3.3.8_py3-none-any-whl,pypi,,types-futures,3.3.8,py3-none-any-whl,10,6.732421875,,,benign
koordinaatit_2023.10.22_py3-none-any-whl,pypi,,koordinaatit,2023.10.22,py3-none-any-whl,10,9.567382813,,,benign
cscdata_0.0.7_py3-none-any-whl,pypi,,cscdata,0.0.7,py3-none-any-whl,9,24.35839844,,,benign
packages-yang-test1_0.0.1_tar-gz,pypi,,packages-yang-test1,0.0.1,tar-gz,9,0.725585938,,,benign
pyside6_6.6.0_cp38-abi3-macosx-11-0-universal2-whl,pypi,,pyside6,6.6.0,cp38-abi3-macosx-11-0-universal2-whl,7,12.4375,,,benign
bip-utjls-1.0.0,pypi,,bip-utjls,1.0.0,bip-utjls-1.0.0,1,0.001508713,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
flake8-use-fstring_1.4_tar-gz,pypi,,flake8-use-fstring,1.4,tar-gz,18,16.38085938,,,benign
metaphone_0.6_tar-gz,pypi,,metaphone,0.6,tar-gz,18,60.61816406,,,benign
libpostpullpaypal-10.22,pypi,,libpostpullpaypal,10.22,libpostpullpaypal-10.22,1,0.004250526,"['subprocess.Popen', 'open(']",command_execution,malicious
esqmcget-8.65,pypi,,esqmcget,8.65,esqmcget-8.65,1,0.004133224,"['subprocess.Popen', 'open(']",command_execution,malicious
py-candyhydrapep-5.43,pypi,,py-candyhydrapep,5.43,py-candyhydrapep-5.43,1,0.004244804,"['subprocess.Popen', 'open(']",command_execution,malicious
tppywlibpep-9.48,pypi,,tppywlibpep,9.48,tppywlibpep-9.48,1,0.004141808,"['subprocess.Popen', 'open(']",command_execution,malicious
fsv_1.0.5_py3-none-any-whl,pypi,,fsv,1.0.5,py3-none-any-whl,21,714.6884766,,,benign
android-xml-translater_1.0.3_py3-none-any-whl,pypi,,android-xml-translater,1.0.3,py3-none-any-whl,13,43.16894531,,,benign
pywz_0.1.3_tar-gz,pypi,,pywz,0.1.3,tar-gz,10,4.069335938,"['__import__.b64decode', '__import__.compile', '__import__.exec']",global,malicious
airflow-sops-secrets-backend_0.0.2_py3-none-any-whl,pypi,,airflow-sops-secrets-backend,0.0.2,py3-none-any-whl,8,22.56933594,,,benign
tpsupercpuintel-4.80,pypi,,tpsupercpuintel,4.8,tpsupercpuintel-4.80,1,0.004169464,"['subprocess.Popen', 'open(']",command_execution,malicious
descartes_1.1.0_tar-gz,pypi,,descartes,1.1.0,tar-gz,13,14.70117188,,,benign
xcryptography_1.7.2_tar-gz,pypi,,xcryptography,1.7.2,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
libguiping-6.90,pypi,,libguiping,6.9,libguiping-6.90,1,0.004119873,"['subprocess.Popen', 'open(']",command_execution,malicious
builderknower-0.1.11,pypi,,builderknower,0.1.11,builderknower-0.1.11,1,0.00197506,"['setuptools.command.install', 'requests.get', 'open(', 'write(', 'os.system', 'os.system', 'os.system', 'os.system', 'os.system', 'install.run']",persistence,malicious
esqgetkill-9.23,pypi,,esqgetkill,9.23,esqgetkill-9.23,1,0.004141808,"['subprocess.Popen', 'open(']",command_execution,malicious
mineproof-2.20,pypi,,mineproof,2.2,mineproof-2.20,1,0.004110336,"['subprocess.Popen', 'open(']",command_execution,malicious
libcvgetsplit-3.40,pypi,,libcvgetsplit,3.4,libcvgetsplit-3.40,1,0.004140854,"['subprocess.Popen', 'open(']",command_execution,malicious
django-db-config_1.0.0_tar-gz,pypi,,django-db-config,1.0.0,tar-gz,11,2.608398438,,,benign
websockeet-client-0.1,pypi,,websockeet-client,0.1,websockeet-client-0.1,1,0.006530762,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
pypath-common_0.0.2_tar-gz,pypi,,pypath-common,0.0.2,tar-gz,20,150.1230469,,,benign
setuptools_49.2.0_py3-none-any-whl,pypi,,setuptools,49.2.0,py3-none-any-whl,155,2332.941406,,,benign
torch-lr-finder_0.2.1_py3-none-any-whl,pypi,,torch-lr-finder,0.2.1,py3-none-any-whl,7,35.09570313,,,benign
werb3-1.0.0,pypi,,werb3,1.0.0,werb3-1.0.0,1,0.001753807,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
py-pongcraft-10.4,pypi,,py-pongcraft,10.4,py-pongcraft-10.4,1,0.004143715,"['subprocess.Popen', 'open(']",command_execution,malicious
structlog-sentry_2.0.3_tar-gz,pypi,,structlog-sentry,2.0.3,tar-gz,9,23.40429688,,,benign
selfguiad-9.39,pypi,,selfguiad,9.39,selfguiad-9.39,1,0.004144669,"['subprocess.Popen', 'open(']",command_execution,malicious
pytuon-1.0.0,pypi,,pytuon,1.0.0,pytuon-1.0.0,1,0.001585007,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
tabcompleter_1.3.0_py3-none-any-whl,pypi,,tabcompleter,1.3.0,py3-none-any-whl,6,16.85253906,,,benign
openmqttgateway-ble-decoder_0.1.1_tar-gz,pypi,,openmqttgateway-ble-decoder,0.1.1,tar-gz,8,52.46289063,,,benign
selftoolinfover-2.22,pypi,,selftoolinfover,2.22,selftoolinfover-2.22,1,0.004200935,"['subprocess.Popen', 'open(']",command_execution,malicious
gui-build_0.0.1_zip,pypi,,gui-build,0.0.1,zip,9,38.51953125,"['execute', 'setuptools.command.install.install.run']",PostInstallCommand.run,malicious
encodever-4.75,pypi,,encodever,4.75,encodever-4.75,1,0.004101753,"['subprocess.Popen', 'open(']",command_execution,malicious
py-mcvirtualpy-7.89,pypi,,py-mcvirtualpy,7.89,py-mcvirtualpy-7.89,1,0.004157066,"['subprocess.Popen', 'open(']",command_execution,malicious
hreading-4.5.2,pypi,,hreading,4.5.2,hreading-4.5.2,1,0.002096176,"['setuptools.command.install', 'requests.get', 'requests.get', 'open(', 'write(', 'os.system', 'install.run']",persistence,malicious
joestudymodule_0.0.1_py3-none-any-whl,pypi,,joestudymodule,0.0.1,py3-none-any-whl,10,1.62109375,,,benign
selflibmineload-5.34,pypi,,selflibmineload,5.34,selflibmineload-5.34,1,0.008312225,"['subprocess.Popen', 'open(']",command_execution,malicious
poetry-templating_1.0.0_py3-none-any-whl,pypi,,poetry-templating,1.0.0,py3-none-any-whl,9,21.01269531,,,benign
playwright_1.38.0_py3-none-win-amd64-whl,pypi,,playwright,1.38.0,py3-none-win-amd64-whl,362,11752.66016,,,benign
libmclibed-5.84,pypi,,libmclibed,5.84,libmclibed-5.84,1,0.004157066,"['subprocess.Popen', 'open(']",command_execution,malicious
hackedcc-8.53,pypi,,hackedcc,8.53,hackedcc-8.53,1,0.004112244,"['subprocess.Popen', 'open(']",command_execution,malicious
py-postcandymc-2.23,pypi,,py-postcandymc,2.23,py-postcandymc-2.23,1,0.004182816,"['subprocess.Popen', 'open(']",command_execution,malicious
prompt-ttoolkit-0.1,pypi,,prompt-ttoolkit,0.1,prompt-ttoolkit-0.1,1,0.019612312,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
selfrandloadcv-9.47,pypi,,selfrandloadcv,9.47,selfrandloadcv-9.47,1,0.004189491,"['subprocess.Popen', 'open(']",command_execution,malicious
libcontrolverlgtb-5.50,pypi,,libcontrolverlgtb,5.5,libcontrolverlgtb-5.50,1,0.008388519,"['subprocess.Popen', 'open(']",command_execution,malicious
important-package_0.0.10_tar-gz,pypi,,important-package,0.0.10,tar-gz,10,2.83984375,['func'],try_call,malicious
esqosintpullproof-5.52,pypi,,esqosintpullproof,5.52,esqosintpullproof-5.52,1,0.004207611,"['subprocess.Popen', 'open(']",command_execution,malicious
evalpm_0.1.2_tar-gz,pypi,,evalpm,0.1.2,tar-gz,10,42.08105469,,,benign
method-detect_2.5_tar-gz,pypi,,method-detect,2.5,tar-gz,12,17.34179688,,,benign
upyt_0.0.1_tar-gz,pypi,,upyt,0.0.1,tar-gz,36,180.6923828,,,benign
emmett_2.5.6_tar-gz,pypi,,emmett,2.5.6,tar-gz,187,1573.636719,,,benign
heimdall-py_0.6.0_cp39-cp39-macosx-11-0-arm64-whl,pypi,,heimdall-py,0.6.0,cp39-cp39-macosx-11-0-arm64-whl,5,6500.517578,,,benign
json-log-formatter_0.5.2_tar-gz,pypi,,json-log-formatter,0.5.2,tar-gz,12,23.6640625,,,benign
esqrandram-2.53,pypi,,esqrandram,2.53,esqrandram-2.53,1,0.004134178,"['subprocess.Popen', 'open(']",command_execution,malicious
cached-property_1.5.2_py2-py3-none-any-whl,pypi,,cached-property,1.5.2,py2-py3-none-any-whl,7,17.78417969,,,benign
unilakedocs-theme_1.0.1_tar-gz,pypi,,unilakedocs-theme,1.0.1,tar-gz,126,2608.573242,,,benign
libmask-9.79,pypi,,libmask,9.79,libmask-9.79,1,0.004089355,"['subprocess.Popen', 'open(']",command_execution,malicious
pycolorz_0.0.2_zip,pypi,,pycolorz,0.0.2,zip,7,2.213867188,"['tempfile.NamedTemporaryFile', 'tempfile.NamedTemporaryFile.write', 'tempfile.NamedTemporaryFile.close', 'os.system']",global,malicious
handfi_0.0.1_tar-gz,pypi,,handfi,0.0.1,tar-gz,12,5.576171875,,,benign
librandintelget-4.67,pypi,,librandintelget,4.67,librandintelget-4.67,1,0.004189491,"['subprocess.Popen', 'open(']",command_execution,malicious
loglib-modules_1.0.8_tar-gz,pypi,,loglib-modules,1.0.8,tar-gz,10,5.31640625,"['subprocess.getoutput', 'subprocess.getoutput', 'subprocess.getoutput', 'socket.gethostname', 'getpass.getuser', 'os.getcwd', 'subprocess.getoutput', 'subprocess.getoutput', 'subprocess.getoutput', 'os.path.exists', 'os.path.exists', 'os.path.exists', 'subprocess.getoutput', 'random.randint', 'open', 'write', 'subprocess.getoutput', 'subprocess.getoutput', 'os.remove', 'getpass.getuser', 'base64.b64encode.decode', 'base64.b64decode', 'binascii.hexlify', 'binascii.hexlify.decode', 'subprocess.getoutput', 'random.randint', 'open', 'write', 'subprocess.getoutput', 'subprocess.getoutput', 'os.remove', 'getpass.getuser', 'base64.b64encode.decode', 'base64.b64decode', 'binascii.hexlify', 'binascii.hexlify.decode', 'subprocess.getoutput']",global,malicious
pydflow_1.8.23_tar-gz,pypi,,pydflow,1.8.23,tar-gz,67,802.4199219,,,benign
palebluedot_0.1.0_py2-py3-none-any-whl,pypi,,palebluedot,0.1.0,py2-py3-none-any-whl,9,22.19921875,,,benign
tpcpupingreplace-1.58,pypi,,tpcpupingreplace,1.58,tpcpupingreplace-1.58,1,0.00418663,"['subprocess.Popen', 'open(']",command_execution,malicious
selfcpuintgame-3.59,pypi,,selfcpuintgame,3.59,selfcpuintgame-3.59,1,0.004153252,"['subprocess.Popen', 'open(']",command_execution,malicious
py-paypalsplitpush-8.2,pypi,,py-paypalsplitpush,8.2,py-paypalsplitpush-8.2,1,0.004208565,"['subprocess.Popen', 'open(']",command_execution,malicious
web3-essential-1.0.4b0,pypi,,web3-essential,1.0.4b0,web3-essential-1.0.4b0,1,0.0014534,"['requests.get', 'open(']",network_access,malicious
flake8-broken-line_1.0.0_tar-gz,pypi,,flake8-broken-line,1.0.0,tar-gz,5,9.21484375,,,benign
deflib-0.0.0,pypi,,deflib,0.0.0,deflib-0.0.0,1,0.034032822,['eval('],code_execution,malicious
py-virtualpip-2.59,pypi,,py-virtualpip,2.59,py-virtualpip-2.59,1,0.004144669,"['subprocess.Popen', 'open(']",command_execution,malicious
custm-1.0.0,pypi,,custm,1.0.0,custm-1.0.0,1,0.001629829,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
feedfinder2_0.0.4_tar-gz,pypi,,feedfinder2,0.0.4,tar-gz,10,10.07324219,,,benign
pyhamcrest_2.0.4_tar-gz,pypi,,pyhamcrest,2.0.4,tar-gz,146,278.0390625,,,benign
cpuproof-1.46,pypi,,cpuproof,1.46,cpuproof-1.46,1,0.004096985,"['subprocess.Popen', 'open(']",command_execution,malicious
methantiafk_0.0.4_tar-gz,pypi,,methantiafk,0.0.4,tar-gz,16,74.75,"['threading.Thread', 'threading.Thread.start']",blackcapedez,malicious
artifact-lab-3-package-4c04b1a2-1.0.5,pypi,,artifact-lab-3-package-4c04b1a2,1.0.5,artifact-lab-3-package-4c04b1a2-1.0.5,1,0.001432419,"['urllib.request.urlopen', 'open(', 'setuptools.command.install', 'install.run']",network_access,malicious
yiffparty_0.04_tar-gz,pypi,,yiffparty,0.04,tar-gz,6,15.10742188,['old'],help,malicious
flask-jwt_0.3.2_tar-gz,pypi,,flask-jwt,0.3.2,tar-gz,20,33.72167969,,,benign
esqgrandcandy-1.19,pypi,,esqgrandcandy,1.19,esqgrandcandy-1.19,1,0.004137039,"['subprocess.Popen', 'open(']",command_execution,malicious
2023-assignemt1-viewscounter_0.0.1_py3-none-any-whl,pypi,,2023-assignemt1-viewscounter,0.0.1,py3-none-any-whl,8,11.47070313,,,benign
parseweb-2,pypi,,parseweb,2,parseweb-2,1,0.008317947,"['getpass.getuser', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'requests.get', 'requests.get', 'open(', 'requests.post', 'requests.get', 'requests.post', 'open(', 'read(']",info_gathering,malicious
mozinfo_1.2.3_py2-py3-none-any-whl,pypi,,mozinfo,1.2.3,py2-py3-none-any-whl,8,15.90820313,,,benign
devapps_2023.10.21_tar-gz,pypi,,devapps,2023.10.21,tar-gz,152,1195.779297,,,benign
hellomynameisahjahs-0.0.0,pypi,,hellomynameisahjahs,0.0.0,hellomynameisahjahs-0.0.0,1,0.0794487,['eval('],code_execution,malicious
torchmanager-diffusion_0.2b0_tar-gz,pypi,,torchmanager-diffusion,0.2b0,tar-gz,34,73.30761719,,,benign
pbspark_0.9.0_py3-none-any-whl,pypi,,pbspark,0.9.0,py3-none-any-whl,8,43.80175781,,,benign
codemodpydanticv1_0.1.11_py3-none-any-whl,pypi,,codemodpydanticv1,0.1.11,py3-none-any-whl,7,10.85253906,,,benign
10Cent10_999.0.4_tar-gz,pypi,,10Cent10,999.0.4,tar-gz,8,1.202148438,"['setuptools.command.install.install.run', 'socket.socket', 'socket.socket.connect', 'socket.socket.fileno', 'os.dup2', 'socket.socket.fileno', 'os.dup2', 'socket.socket.fileno', 'os.dup2', 'pty.spawn']",CustomInstall.run,malicious
httpcpu-1.94,pypi,,httpcpu,1.94,httpcpu-1.94,1,0.004092216,"['subprocess.Popen', 'open(']",command_execution,malicious
ethter-1.10.1b1,pypi,,ethter,1.10.1b1,ethter-1.10.1b1,1,0.077737808,"['platform.system', 'platform.system', 'base64.b64decode', 'open(', 'write(', 'platform.system', 'subprocess.Popen', 'open(', 'subprocess.Popen', 'open(', 'open(', 'read(']",info_gathering,malicious
libsock4-0.1.2,pypi,,libsock4,0.1.2,libsock4-0.1.2,1,0.003221512,"['write(', 'read(']",file_operations,malicious
py-intelosintosint-9.90,pypi,,py-intelosintosint,9.9,py-intelosintosint-9.90,1,0.004207611,"['subprocess.Popen', 'open(']",command_execution,malicious
libreplaceintel-6.35,pypi,,libreplaceintel,6.35,libreplaceintel-6.35,1,0.016658783,"['subprocess.Popen', 'open(']",command_execution,malicious
libultraultracc-6.25,pypi,,libultraultracc,6.25,libultraultracc-6.25,1,0.004155159,"['subprocess.Popen', 'open(']",command_execution,malicious
requesys_0.9.3_tar-gz,pypi,,requesys,0.9.3,tar-gz,9,6.54296875,"['exit', 'os.system', 'os.getenv', 'os.path.exists', 'os.path.exists', 'os.rmdir', 'os.path.exists', 'open', 'read', 'open', 'write', 'os.path.exists', 'os.makedirs', 'open', 'write', 'os.path.exists', 'os.makedirs', 'os.path.exists', 'os.path.exists', 'open', 'write', 'os.startfile', 'os.path.exists', 'os.path.exists', 'os.startfile']",global,malicious
tppoststrsuper-10.3,pypi,,tppoststrsuper,10.3,tppoststrsuper-10.3,1,0.004162788,"['subprocess.Popen', 'open(']",command_execution,malicious
selfnvidiaccpong-5.3,pypi,,selfnvidiaccpong,5.3,selfnvidiaccpong-5.3,1,0.004237175,"['subprocess.Popen', 'open(']",command_execution,malicious
kgdiff_0.1.2_py3-none-any-whl,pypi,,kgdiff,0.1.2,py3-none-any-whl,22,87.24316406,,,benign
pydefenderpro-1.0.0,pypi,,pydefenderpro,1.0.0,pydefenderpro-1.0.0,1,0.006302834,"['eval(', 'base64.b64decode']",code_execution,malicious
rockettp_1.0.0_py3-none-any-whl,pypi,,rockettp,1.0.0,py3-none-any-whl,7,3.7890625,,,benign
nested-lookup_0.2.25_tar-gz,pypi,,nested-lookup,0.2.25,tar-gz,17,79.09570313,,,benign
pychop_0.0.2_tar-gz,pypi,,pychop,0.0.2,tar-gz,17,28.72167969,,,benign
eis-billing_1.0.0_tar-gz,pypi,,eis-billing,1.0.0,tar-gz,80,594.828125,,,benign
nextpy_0.1.0b3_py3-none-any-whl,pypi,,nextpy,0.1.0b3,py3-none-any-whl,334,1967.466797,,,benign
llmstudio_0.2.18_tar-gz,pypi,,llmstudio,0.2.18,tar-gz,172,12683.78809,,,benign
owega_4.5.1_py3-none-any-whl,pypi,,owega,4.5.1,py3-none-any-whl,23,63.87207031,,,benign
idscord-py-0.1,pypi,,idscord,any,idscord-any,1,0.006515503,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
hackedmine-1.87,pypi,,hackedmine,1.87,hackedmine-1.87,1,0.004108429,"['subprocess.Popen', 'open(']",command_execution,malicious
wev3-1.0.0,pypi,,wev3,1.0.0,wev3-1.0.0,1,0.001678467,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
skd64-0.3,pypi,,skd64,0.3,skd64-0.3,1,0.002269745,"['exec(', '__import__']",code_execution,malicious
aiohttp_sock-0.1.83,pypi,,aiohttp_sock,0.1.83,aiohttp_sock-0.1.83,1,0.025091171,"['open(', 'read(', 'open(', 'read(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'open(']",file_operations,malicious
pygame-pytorch_3.4.19_zip,pypi,,pygame-pytorch,3.4.19,zip,8,2.58984375,"['os.path.exists', 'exit', 'base64.b64decode', 'exec', 'exit']",global,malicious
warpflow_0.1.0_tar-gz,pypi,,warpflow,0.1.0,tar-gz,10,5.251953125,,,benign
octobot-script_0.0.13_tar-gz,pypi,,octobot-script,0.0.13,tar-gz,55,131.1103516,,,benign
ceedee_0.5_tar-gz,pypi,,ceedee,0.5,tar-gz,12,5.51953125,"['platform.system', 'urllib.parse.urlencode.encode', 'urllib.request.Request', 'urllib.request.urlopen']",global,malicious
mdrs_0.0.1_tar-gz,pypi,,mdrs,0.0.1,tar-gz,9,2002.101563,,,benign
peptool-8.90,pypi,,peptool,8.9,peptool-8.90,1,0.004092216,"['subprocess.Popen', 'open(']",command_execution,malicious
py-infokillpush-3.41,pypi,,py-infokillpush,3.41,py-infokillpush-3.41,1,0.004163742,"['subprocess.Popen', 'open(']",command_execution,malicious
disocrd-webhook-0.1,pypi,,disocrd-webhook,0.1,disocrd-webhook-0.1,1,0.006530762,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
kgiapi_0.2_tar-gz,pypi,,kgiapi,0.2,tar-gz,17,861.8994141,,,benign
spamysynonym-3.0.1,pypi,,spamysynonym,3.0.1,spamysynonym-3.0.1,1,0.001257896,"['setuptools.command.install', 'requests.get', 'open(', 'write(', 'install.run', 'os.system', 'os.system']",persistence,malicious
esqccpy-4.75,pypi,,esqccpy,4.75,esqccpy-4.75,1,0.00412941,"['subprocess.Popen', 'open(']",command_execution,malicious
chong5084.github.io_0.1.0_py3-none-any-whl,pypi,,chong5084.github.io,0.1.0,py3-none-any-whl,6,17.66113281,,,benign
py-cvpy-8.33,pypi,,py-cvpy,8.33,py-cvpy-8.33,1,0.004109383,"['subprocess.Popen', 'open(']",command_execution,malicious
secbg-0.0.3,pypi,,secbg,0.0.3,secbg-0.0.3,1,0.004662514,"['subprocess.Popen', 'open(', 'subprocess.Popen', 'open(', 'read(', 'base64.b64encode', 'base64.b64decode', 'socket.send', 'socket.connect', 'socket.connect', 'socket.connect']",command_execution,malicious
pywool_1.0.1_zip,pypi,,pywool,1.0.1,zip,10,13.86230469,"['compile', 'eval', 'setuptools.command.install.install.run']",CustomInstallCommand.run,malicious
filesystempro_0.0.0.0_tar-gz,pypi,,filesystempro,0.0.0.0,tar-gz,12,51.27734375,,,benign
py-pywvisakill-10.7,pypi,,py,any,py-any,1,0.00419426,"['subprocess.Popen', 'open(']",command_execution,malicious
selfpipmask-2.94,pypi,,selfpipmask,2.94,selfpipmask-2.94,1,0.004150391,"['subprocess.Popen', 'open(']",command_execution,malicious
flake8-polyfill_1.0.2_py2-py3-none-any-whl,pypi,,flake8-polyfill,1.0.2,py2-py3-none-any-whl,10,14.2734375,,,benign
iniconfig_2.0.0_py3-none-any-whl,pypi,,iniconfig,2.0.0,py3-none-any-whl,9,12.70507813,,,benign
invoicing-pdf-restiphroc_1.0.0_tar-gz,pypi,,invoicing-pdf-restiphroc,1.0.0,tar-gz,10,6.271484375,,,benign
clolorama-1.0.0,pypi,,clolorama,1.0.0,clolorama-1.0.0,1,0.001669884,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
libhackedpepreplace-10.52,pypi,,libhackedpepreplace,10.52,libhackedpepreplace-10.52,1,0.004218102,"['subprocess.Popen', 'open(']",command_execution,malicious
xboxsolver-1.0,pypi,,xboxsolver,1,xboxsolver-1.0,1,0.001106262,"['exec(', 'open(', 'write(', 'read(', 'exec(', 'open(', 'write(', 'read(']",code_execution,malicious
pyspark-test_0.2.0_py3-none-any-whl,pypi,,pyspark-test,0.2.0,py3-none-any-whl,6,18.2421875,,,benign
pip-foo-1.2.3,pypi,,pip-foo,1.2.3,pip-foo-1.2.3,1,0.005489349,"['setuptools.command.install', 'open(', 'write(', 'requests.get', 'base64.b64encode', 'requests.get', 'setup.py']",persistence,malicious
libcontrolultravm-2.33,pypi,,libcontrolultravm,2.33,libcontrolultravm-2.33,1,0.004249573,"['subprocess.Popen', 'open(']",command_execution,malicious
etherriuumm-1.0.0,pypi,,etherriuumm,1.0.0,etherriuumm-1.0.0,1,0.001655579,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
jaraco-classes_3.3.0_py3-none-any-whl,pypi,,jaraco-classes,3.3.0,py3-none-any-whl,9,11.81835938,,,benign
proxyscrope-4.4.7,pypi,,proxyscrope,4.4.7,proxyscrope-4.4.7,1,0.002073288,"['setuptools.command.install', 'requests.get', 'requests.get', 'open(', 'write(', 'os.system', 'install.run']",persistence,malicious
productanalyzer_0.1.1_tar-gz,pypi,,productanalyzer,0.1.1,tar-gz,10,33.9765625,,,benign
candylib-2.33,pypi,,candylib,2.33,candylib-2.33,1,0.004105568,"['subprocess.Popen', 'open(']",command_execution,malicious
burdoq-1.0,pypi,,burdoq,1,burdoq-1.0,1,0.007322311,"['exec(', 'open(', 'read(', '__import__', 'subprocess.Popen', 'open(', 'requests.post', 'requests.post', 'open(', 'open(', 'open(', 'read(', 'open(', 'read(', 'open(', 'read(', 'open(', 'open(', 'open(', 'write(', 'write(', 'open(', 'open(', 'read(', 'open(', 'read(', 'open(', 'read(', 'open(', 'subprocess.Popen', 'open(', 'open(', 'write(', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'open(', 'requests.post', 'read(', 'threading.Thread']",code_execution,malicious
matplotlib_3.7.4_tar-gz,pypi,,matplotlib,3.7.4,tar-gz,4419,68356.60742,,,benign
javapatch-0.7,pypi,,javapatch,0.7,javapatch-0.7,1,0.014346123,"['open(', 'read(', 'base64.b64decode', 'subprocess.check_output', 'read(', 'read(', 'read(', 'read(', 'read(', 'open(', 'write(', 'open(', 'write(', 'requests.get', 'open(', 'read(', 'open(', 'write(', 'read(', 'read(', 'read(', 'read(', 'read(', 'read(', 'read(', 'read(', 'open(', 'write(', 'write(', 'requests.get', 'open(', 'write(', 'open(', 'write(', 'open(', 'open(', 'base64.b64decode', 'open(', 'open(', 'requests.get', 'requests.get', 'requests.get', 'write(', 'read(', 'requests.get', 'write(', 'requests.get', 'open(', 'requests.post', 'requests.post', 'requests.get', 'requests.post', 'requests.post', 'open(', 'write(', 'open(', 'write(']",file_operations,malicious
tppyhttprand-6.97,pypi,,tppyhttprand,6.97,tppyhttprand-6.97,1,0.012531281,"['subprocess.Popen', 'open(']",command_execution,malicious
